country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Singapore,2007,female,5-14 years,0,235100,0,Singapore2007,,"179,981,288,567",53098,Generation Z
Singapore,2007,male,5-14 years,0,249800,0,Singapore2007,,"179,981,288,567",53098,Generation Z
Singapore,2008,male,75+ years,28,47500,58.95,Singapore2008,,"192,225,881,688",55735,Silent
Singapore,2008,female,75+ years,13,71800,18.11,Singapore2008,,"192,225,881,688",55735,Silent
Singapore,2008,male,55-74 years,49,282300,17.36,Singapore2008,,"192,225,881,688",55735,Silent
Singapore,2008,male,35-54 years,93,615400,15.11,Singapore2008,,"192,225,881,688",55735,Boomers
Singapore,2008,male,25-34 years,27,265900,10.15,Singapore2008,,"192,225,881,688",55735,Generation X
Singapore,2008,female,55-74 years,29,296800,9.77,Singapore2008,,"192,225,881,688",55735,Silent
Singapore,2008,female,35-54 years,45,616400,7.3,Singapore2008,,"192,225,881,688",55735,Boomers
Singapore,2008,female,25-34 years,14,287100,4.88,Singapore2008,,"192,225,881,688",55735,Generation X
Singapore,2008,female,15-24 years,11,240800,4.57,Singapore2008,,"192,225,881,688",55735,Millenials
Singapore,2008,male,15-24 years,9,247500,3.64,Singapore2008,,"192,225,881,688",55735,Millenials
Singapore,2008,male,5-14 years,1,245300,0.41,Singapore2008,,"192,225,881,688",55735,Generation Z
Singapore,2008,female,5-14 years,0,232100,0,Singapore2008,,"192,225,881,688",55735,Generation Z
Singapore,2009,male,75+ years,22,50400,43.65,Singapore2009,,"192,408,387,762",54413,Silent
Singapore,2009,female,75+ years,18,75900,23.72,Singapore2009,,"192,408,387,762",54413,Silent
Singapore,2009,male,55-74 years,50,299900,16.67,Singapore2009,,"192,408,387,762",54413,Silent
Singapore,2009,male,35-54 years,99,623400,15.88,Singapore2009,,"192,408,387,762",54413,Boomers
Singapore,2009,male,25-34 years,41,274700,14.93,Singapore2009,,"192,408,387,762",54413,Generation X
Singapore,2009,female,55-74 years,33,313500,10.53,Singapore2009,,"192,408,387,762",54413,Silent
Singapore,2009,male,15-24 years,21,254400,8.25,Singapore2009,,"192,408,387,762",54413,Millenials
Singapore,2009,female,35-54 years,40,626800,6.38,Singapore2009,,"192,408,387,762",54413,Boomers
Singapore,2009,female,15-24 years,11,250100,4.4,Singapore2009,,"192,408,387,762",54413,Millenials
Singapore,2009,female,25-34 years,9,296900,3.03,Singapore2009,,"192,408,387,762",54413,Generation X
Singapore,2009,female,5-14 years,3,228900,1.31,Singapore2009,,"192,408,387,762",54413,Generation Z
Singapore,2009,male,5-14 years,2,241200,0.83,Singapore2009,,"192,408,387,762",54413,Generation Z
Singapore,2010,male,75+ years,27,53300,50.66,Singapore2010,0.897,"236,421,782,178",66099,Silent
Singapore,2010,male,55-74 years,48,315800,15.2,Singapore2010,0.897,"236,421,782,178",66099,Silent
Singapore,2010,male,35-54 years,94,625200,15.04,Singapore2010,0.897,"236,421,782,178",66099,Generation X
Singapore,2010,female,75+ years,12,80900,14.83,Singapore2010,0.897,"236,421,782,178",66099,Silent
Singapore,2010,female,55-74 years,28,329000,8.51,Singapore2010,0.897,"236,421,782,178",66099,Silent
Singapore,2010,male,25-34 years,20,274300,7.29,Singapore2010,0.897,"236,421,782,178",66099,Generation X
Singapore,2010,female,35-54 years,34,630600,5.39,Singapore2010,0.897,"236,421,782,178",66099,Generation X
Singapore,2010,female,15-24 years,13,252900,5.14,Singapore2010,0.897,"236,421,782,178",66099,Millenials
Singapore,2010,female,25-34 years,12,296900,4.04,Singapore2010,0.897,"236,421,782,178",66099,Generation X
Singapore,2010,male,15-24 years,7,257900,2.71,Singapore2010,0.897,"236,421,782,178",66099,Millenials
Singapore,2010,male,5-14 years,1,235500,0.42,Singapore2010,0.897,"236,421,782,178",66099,Generation Z
Singapore,2010,female,5-14 years,0,224500,0,Singapore2010,0.897,"236,421,782,178",66099,Generation Z
Singapore,2011,male,75+ years,18,55900,32.2,Singapore2011,0.903,"275,966,926,379",76638,Silent
Singapore,2011,male,55-74 years,68,333700,20.38,Singapore2011,0.903,"275,966,926,379",76638,Boomers
Singapore,2011,female,75+ years,12,84300,14.23,Singapore2011,0.903,"275,966,926,379",76638,Silent
Singapore,2011,male,35-54 years,81,623200,13,Singapore2011,0.903,"275,966,926,379",76638,Generation X
Singapore,2011,female,55-74 years,42,347600,12.08,Singapore2011,0.903,"275,966,926,379",76638,Boomers
Singapore,2011,male,25-34 years,18,269000,6.69,Singapore2011,0.903,"275,966,926,379",76638,Millenials
Singapore,2011,female,35-54 years,35,631700,5.54,Singapore2011,0.903,"275,966,926,379",76638,Generation X
Singapore,2011,female,15-24 years,14,255000,5.49,Singapore2011,0.903,"275,966,926,379",76638,Millenials
Singapore,2011,male,15-24 years,12,260800,4.6,Singapore2011,0.903,"275,966,926,379",76638,Millenials
Singapore,2011,female,25-34 years,8,291100,2.75,Singapore2011,0.903,"275,966,926,379",76638,Millenials
Singapore,2011,female,5-14 years,0,219200,0,Singapore2011,0.903,"275,966,926,379",76638,Generation Z
Singapore,2011,male,5-14 years,0,229400,0,Singapore2011,0.903,"275,966,926,379",76638,Generation Z
Singapore,2012,male,75+ years,21,58300,36.02,Singapore2012,0.905,"290,673,681,684",80040,Silent
Singapore,2012,male,55-74 years,91,352500,25.82,Singapore2012,0.905,"290,673,681,684",80040,Boomers
Singapore,2012,female,75+ years,15,87100,17.22,Singapore2012,0.905,"290,673,681,684",80040,Silent
Singapore,2012,male,35-54 years,89,621200,14.33,Singapore2012,0.905,"290,673,681,684",80040,Generation X
Singapore,2012,female,35-54 years,66,632900,10.43,Singapore2012,0.905,"290,673,681,684",80040,Generation X
Singapore,2012,female,55-74 years,35,366600,9.55,Singapore2012,0.905,"290,673,681,684",80040,Boomers
Singapore,2012,male,25-34 years,22,263800,8.34,Singapore2012,0.905,"290,673,681,684",80040,Millenials
Singapore,2012,male,15-24 years,19,264800,7.18,Singapore2012,0.905,"290,673,681,684",80040,Millenials
Singapore,2012,female,15-24 years,17,258600,6.57,Singapore2012,0.905,"290,673,681,684",80040,Millenials
Singapore,2012,female,25-34 years,15,286200,5.24,Singapore2012,0.905,"290,673,681,684",80040,Millenials
Singapore,2012,female,5-14 years,1,214900,0.47,Singapore2012,0.905,"290,673,681,684",80040,Generation Z
Singapore,2012,male,5-14 years,1,224700,0.45,Singapore2012,0.905,"290,673,681,684",80040,Generation Z
Singapore,2013,male,75+ years,25,61658,40.55,Singapore2013,0.909,"304,454,327,499",83151,Silent
Singapore,2013,male,55-74 years,84,370242,22.69,Singapore2013,0.909,"304,454,327,499",83151,Boomers
Singapore,2013,female,75+ years,14,91216,15.35,Singapore2013,0.909,"304,454,327,499",83151,Silent
Singapore,2013,male,35-54 years,77,616200,12.5,Singapore2013,0.909,"304,454,327,499",83151,Generation X
Singapore,2013,male,15-24 years,30,264023,11.36,Singapore2013,0.909,"304,454,327,499",83151,Millenials
Singapore,2013,male,25-34 years,29,265275,10.93,Singapore2013,0.909,"304,454,327,499",83151,Millenials
Singapore,2013,female,55-74 years,30,384544,7.8,Singapore2013,0.909,"304,454,327,499",83151,Boomers
Singapore,2013,female,35-54 years,40,631208,6.34,Singapore2013,0.909,"304,454,327,499",83151,Generation X
Singapore,2013,female,15-24 years,15,257932,5.82,Singapore2013,0.909,"304,454,327,499",83151,Millenials
Singapore,2013,female,25-34 years,13,287210,4.53,Singapore2013,0.909,"304,454,327,499",83151,Millenials
Singapore,2013,female,5-14 years,0,211362,0,Singapore2013,0.909,"304,454,327,499",83151,Generation Z
Singapore,2013,male,5-14 years,0,220586,0,Singapore2013,0.909,"304,454,327,499",83151,Generation Z
Singapore,2014,male,75+ years,29,66198,43.81,Singapore2014,0.912,"311,539,499,645",84442,Silent
Singapore,2014,male,55-74 years,97,387256,25.05,Singapore2014,0.912,"311,539,499,645",84442,Boomers
Singapore,2014,male,35-54 years,73,611207,11.94,Singapore2014,0.912,"311,539,499,645",84442,Generation X
Singapore,2014,male,25-34 years,30,268258,11.18,Singapore2014,0.912,"311,539,499,645",84442,Millenials
Singapore,2014,female,75+ years,10,97390,10.27,Singapore2014,0.912,"311,539,499,645",84442,Silent
Singapore,2014,female,55-74 years,34,400651,8.49,Singapore2014,0.912,"311,539,499,645",84442,Boomers
Singapore,2014,male,15-24 years,20,259416,7.71,Singapore2014,0.912,"311,539,499,645",84442,Millenials
Singapore,2014,female,35-54 years,46,630881,7.29,Singapore2014,0.912,"311,539,499,645",84442,Generation X
Singapore,2014,female,25-34 years,9,289688,3.11,Singapore2014,0.912,"311,539,499,645",84442,Millenials
Singapore,2014,female,15-24 years,5,251839,1.99,Singapore2014,0.912,"311,539,499,645",84442,Millenials
Singapore,2014,female,5-14 years,1,209039,0.48,Singapore2014,0.912,"311,539,499,645",84442,Generation Z
Singapore,2014,male,5-14 years,1,217547,0.46,Singapore2014,0.912,"311,539,499,645",84442,Generation Z
Singapore,2015,male,75+ years,15,71060,21.11,Singapore2015,,"304,097,759,674",81766,Silent
Singapore,2015,male,55-74 years,73,403996,18.07,Singapore2015,,"304,097,759,674",81766,Boomers
Singapore,2015,male,35-54 years,79,606327,13.03,Singapore2015,,"304,097,759,674",81766,Generation X
Singapore,2015,female,75+ years,13,103599,12.55,Singapore2015,,"304,097,759,674",81766,Silent
Singapore,2015,male,25-34 years,30,270351,11.1,Singapore2015,,"304,097,759,674",81766,Millenials
Singapore,2015,male,15-24 years,19,257780,7.37,Singapore2015,,"304,097,759,674",81766,Millenials
Singapore,2015,female,55-74 years,28,416616,6.72,Singapore2015,,"304,097,759,674",81766,Boomers
Singapore,2015,female,25-34 years,18,291298,6.18,Singapore2015,,"304,097,759,674",81766,Millenials
Singapore,2015,female,15-24 years,15,249249,6.02,Singapore2015,,"304,097,759,674",81766,Millenials
Singapore,2015,female,35-54 years,36,629999,5.71,Singapore2015,,"304,097,759,674",81766,Generation X
Singapore,2015,male,5-14 years,2,213262,0.94,Singapore2015,,"304,097,759,674",81766,Generation Z
Singapore,2015,female,5-14 years,1,205578,0.49,Singapore2015,,"304,097,759,674",81766,Generation Z
Thailand,1985,male,25-34 years,453,4104134,11.04,Thailand1985,0.539,"38,900,692,712",840,Boomers
Thailand,1985,male,55-74 years,211,1912525,11.03,Thailand1985,0.539,"38,900,692,712",840,G.I. Generation
Thailand,1985,female,15-24 years,593,5558670,10.67,Thailand1985,0.539,"38,900,692,712",840,Generation X
Thailand,1985,male,15-24 years,573,5671609,10.1,Thailand1985,0.539,"38,900,692,712",840,Generation X
Thailand,1985,male,75+ years,28,289378,9.68,Thailand1985,0.539,"38,900,692,712",840,G.I. Generation
Thailand,1985,male,35-54 years,448,4748330,9.43,Thailand1985,0.539,"38,900,692,712",840,Silent
Thailand,1985,female,25-34 years,254,4232095,6,Thailand1985,0.539,"38,900,692,712",840,Boomers
Thailand,1985,female,35-54 years,236,4923818,4.79,Thailand1985,0.539,"38,900,692,712",840,Silent
Thailand,1985,female,55-74 years,94,2055721,4.57,Thailand1985,0.539,"38,900,692,712",840,G.I. Generation
Thailand,1985,female,75+ years,17,424010,4.01,Thailand1985,0.539,"38,900,692,712",840,G.I. Generation
Thailand,1985,female,5-14 years,46,6090740,0.76,Thailand1985,0.539,"38,900,692,712",840,Generation X
Thailand,1985,male,5-14 years,29,6292413,0.46,Thailand1985,0.539,"38,900,692,712",840,Generation X
Thailand,1986,male,55-74 years,214,2003202,10.68,Thailand1986,,"43,096,746,122",911,G.I. Generation
Thailand,1986,male,25-34 years,449,4245701,10.58,Thailand1986,,"43,096,746,122",911,Boomers
Thailand,1986,male,35-54 years,495,4920429,10.06,Thailand1986,,"43,096,746,122",911,Silent
Thailand,1986,male,15-24 years,555,5782196,9.6,Thailand1986,,"43,096,746,122",911,Generation X
Thailand,1986,female,15-24 years,485,5664614,8.56,Thailand1986,,"43,096,746,122",911,Generation X
Thailand,1986,male,75+ years,22,304445,7.23,Thailand1986,,"43,096,746,122",911,G.I. Generation
Thailand,1986,female,25-34 years,229,4396441,5.21,Thailand1986,,"43,096,746,122",911,Boomers
Thailand,1986,female,35-54 years,204,5141949,3.97,Thailand1986,,"43,096,746,122",911,Silent
Thailand,1986,female,55-74 years,66,2156904,3.06,Thailand1986,,"43,096,746,122",911,G.I. Generation
Thailand,1986,female,75+ years,8,443980,1.8,Thailand1986,,"43,096,746,122",911,G.I. Generation
Thailand,1986,male,5-14 years,39,6233965,0.63,Thailand1986,,"43,096,746,122",911,Generation X
Thailand,1986,female,5-14 years,32,6037639,0.53,Thailand1986,,"43,096,746,122",911,Generation X
Thailand,1987,male,55-74 years,239,2100709,11.38,Thailand1987,,"50,535,438,696",1045,G.I. Generation
Thailand,1987,male,75+ years,36,319010,11.28,Thailand1987,,"50,535,438,696",1045,G.I. Generation
Thailand,1987,male,15-24 years,621,5884434,10.55,Thailand1987,,"50,535,438,696",1045,Generation X
Thailand,1987,male,25-34 years,454,4380094,10.37,Thailand1987,,"50,535,438,696",1045,Boomers
Thailand,1987,female,15-24 years,531,5761312,9.22,Thailand1987,,"50,535,438,696",1045,Generation X
Thailand,1987,male,35-54 years,458,5107474,8.97,Thailand1987,,"50,535,438,696",1045,Silent
Thailand,1987,female,25-34 years,265,4549086,5.83,Thailand1987,,"50,535,438,696",1045,Boomers
Thailand,1987,female,75+ years,20,463349,4.32,Thailand1987,,"50,535,438,696",1045,G.I. Generation
Thailand,1987,female,55-74 years,96,2269321,4.23,Thailand1987,,"50,535,438,696",1045,G.I. Generation
Thailand,1987,female,35-54 years,227,5381053,4.22,Thailand1987,,"50,535,438,696",1045,Silent
Thailand,1987,male,5-14 years,47,6175269,0.76,Thailand1987,,"50,535,438,696",1045,Generation X
Thailand,1987,female,5-14 years,41,5985299,0.69,Thailand1987,,"50,535,438,696",1045,Generation X
Thailand,1990,male,75+ years,55,355816,15.46,Thailand1990,0.572,"85,343,063,966",1666,G.I. Generation
Thailand,1990,male,25-34 years,622,4749653,13.1,Thailand1990,0.572,"85,343,063,966",1666,Boomers
Thailand,1990,male,15-24 years,753,6077084,12.39,Thailand1990,0.572,"85,343,063,966",1666,Generation X
Thailand,1990,male,55-74 years,293,2438191,12.02,Thailand1990,0.572,"85,343,063,966",1666,G.I. Generation
Thailand,1990,male,35-54 years,665,5708264,11.65,Thailand1990,0.572,"85,343,063,966",1666,Silent
Thailand,1990,female,15-24 years,511,5917572,8.64,Thailand1990,0.572,"85,343,063,966",1666,Generation X
Thailand,1990,female,25-34 years,339,4920571,6.89,Thailand1990,0.572,"85,343,063,966",1666,Boomers
Thailand,1990,female,75+ years,29,515149,5.63,Thailand1990,0.572,"85,343,063,966",1666,G.I. Generation
Thailand,1990,female,35-54 years,290,6146476,4.72,Thailand1990,0.572,"85,343,063,966",1666,Silent
Thailand,1990,female,55-74 years,102,2660151,3.83,Thailand1990,0.572,"85,343,063,966",1666,G.I. Generation
Thailand,1990,male,5-14 years,51,5967616,0.85,Thailand1990,0.572,"85,343,063,966",1666,Generation X
Thailand,1990,female,5-14 years,43,5772125,0.74,Thailand1990,0.572,"85,343,063,966",1666,Generation X
Thailand,1991,male,25-34 years,643,4868128,13.21,Thailand1991,,"98,234,695,722",1891,Boomers
Thailand,1991,male,15-24 years,768,6087070,12.62,Thailand1991,,"98,234,695,722",1891,Generation X
Thailand,1991,male,75+ years,44,371586,11.84,Thailand1991,,"98,234,695,722",1891,G.I. Generation
Thailand,1991,male,55-74 years,295,2536730,11.63,Thailand1991,,"98,234,695,722",1891,Silent
Thailand,1991,male,35-54 years,636,5900518,10.78,Thailand1991,,"98,234,695,722",1891,Boomers
Thailand,1991,female,15-24 years,460,5931431,7.76,Thailand1991,,"98,234,695,722",1891,Generation X
Thailand,1991,female,25-34 years,277,4997931,5.54,Thailand1991,,"98,234,695,722",1891,Boomers
Thailand,1991,female,55-74 years,118,2781252,4.24,Thailand1991,,"98,234,695,722",1891,Silent
Thailand,1991,female,35-54 years,268,6340273,4.23,Thailand1991,,"98,234,695,722",1891,Boomers
Thailand,1991,female,75+ years,22,532918,4.13,Thailand1991,,"98,234,695,722",1891,G.I. Generation
Thailand,1991,male,5-14 years,16,5895849,0.27,Thailand1991,,"98,234,695,722",1891,Millenials
Thailand,1991,female,5-14 years,12,5704007,0.21,Thailand1991,,"98,234,695,722",1891,Millenials
Thailand,1992,male,25-34 years,641,4975370,12.88,Thailand1992,,"111,452,869,378",2120,Boomers
Thailand,1992,male,75+ years,46,385458,11.93,Thailand1992,,"111,452,869,378",2120,G.I. Generation
Thailand,1992,male,15-24 years,715,6074765,11.77,Thailand1992,,"111,452,869,378",2120,Generation X
Thailand,1992,male,35-54 years,672,6094652,11.03,Thailand1992,,"111,452,869,378",2120,Boomers
Thailand,1992,male,55-74 years,274,2638704,10.38,Thailand1992,,"111,452,869,378",2120,Silent
Thailand,1992,female,15-24 years,475,5920487,8.02,Thailand1992,,"111,452,869,378",2120,Generation X
Thailand,1992,female,25-34 years,322,5061899,6.36,Thailand1992,,"111,452,869,378",2120,Boomers
Thailand,1992,female,35-54 years,283,6521746,4.34,Thailand1992,,"111,452,869,378",2120,Boomers
Thailand,1992,female,75+ years,17,548576,3.1,Thailand1992,,"111,452,869,378",2120,G.I. Generation
Thailand,1992,female,55-74 years,86,2905183,2.96,Thailand1992,,"111,452,869,378",2120,Silent
Thailand,1992,male,5-14 years,11,5819120,0.19,Thailand1992,,"111,452,869,378",2120,Millenials
Thailand,1992,female,5-14 years,8,5624480,0.14,Thailand1992,,"111,452,869,378",2120,Millenials
Thailand,1994,male,75+ years,35,368000,9.51,Thailand1994,,"146,683,499,006",2784,G.I. Generation
Thailand,1994,male,25-34 years,457,5433000,8.41,Thailand1994,,"146,683,499,006",2784,Boomers
Thailand,1994,male,55-74 years,205,2446000,8.38,Thailand1994,,"146,683,499,006",2784,Silent
Thailand,1994,male,15-24 years,483,6181000,7.81,Thailand1994,,"146,683,499,006",2784,Generation X
Thailand,1994,male,35-54 years,431,6064000,7.11,Thailand1994,,"146,683,499,006",2784,Boomers
Thailand,1994,female,15-24 years,255,5973000,4.27,Thailand1994,,"146,683,499,006",2784,Generation X
Thailand,1994,female,35-54 years,204,6170000,3.31,Thailand1994,,"146,683,499,006",2784,Boomers
Thailand,1994,female,25-34 years,152,5290000,2.87,Thailand1994,,"146,683,499,006",2784,Boomers
Thailand,1994,female,55-74 years,72,2777000,2.59,Thailand1994,,"146,683,499,006",2784,Silent
Thailand,1994,female,75+ years,11,559000,1.97,Thailand1994,,"146,683,499,006",2784,G.I. Generation
Thailand,1994,female,5-14 years,1,5609000,0.02,Thailand1994,,"146,683,499,006",2784,Millenials
Thailand,1994,male,5-14 years,1,5821000,0.02,Thailand1994,,"146,683,499,006",2784,Millenials
Thailand,1995,male,25-34 years,931,5235459,17.78,Thailand1995,0.611,"169,278,552,851",3114,Generation X
Thailand,1995,male,15-24 years,847,5996449,14.13,Thailand1995,0.611,"169,278,552,851",3114,Generation X
Thailand,1995,male,35-54 years,883,6725727,13.13,Thailand1995,0.611,"169,278,552,851",3114,Boomers
Thailand,1995,male,75+ years,49,425976,11.5,Thailand1995,0.611,"169,278,552,851",3114,G.I. Generation
Thailand,1995,male,55-74 years,334,2948209,11.33,Thailand1995,0.611,"169,278,552,851",3114,Silent
Thailand,1995,female,15-24 years,362,5852275,6.19,Thailand1995,0.611,"169,278,552,851",3114,Generation X
Thailand,1995,female,25-34 years,287,5230422,5.49,Thailand1995,0.611,"169,278,552,851",3114,Generation X
Thailand,1995,female,35-54 years,309,7081475,4.36,Thailand1995,0.611,"169,278,552,851",3114,Boomers
Thailand,1995,female,75+ years,25,597697,4.18,Thailand1995,0.611,"169,278,552,851",3114,G.I. Generation
Thailand,1995,female,55-74 years,120,3284191,3.65,Thailand1995,0.611,"169,278,552,851",3114,Silent
Thailand,1995,male,5-14 years,56,5592494,1,Thailand1995,0.611,"169,278,552,851",3114,Millenials
Thailand,1995,female,5-14 years,42,5395683,0.78,Thailand1995,0.611,"169,278,552,851",3114,Millenials
Thailand,1996,male,25-34 years,1040,5350491,19.44,Thailand1996,,"183,035,154,107",3324,Generation X
Thailand,1996,male,15-24 years,988,5872928,16.82,Thailand1996,,"183,035,154,107",3324,Generation X
Thailand,1996,male,35-54 years,880,7038730,12.5,Thailand1996,,"183,035,154,107",3324,Boomers
Thailand,1996,male,55-74 years,349,3033530,11.5,Thailand1996,,"183,035,154,107",3324,Silent
Thailand,1996,male,75+ years,43,450130,9.55,Thailand1996,,"183,035,154,107",3324,G.I. Generation
Thailand,1996,female,25-34 years,321,5387825,5.96,Thailand1996,,"183,035,154,107",3324,Generation X
Thailand,1996,female,15-24 years,341,5739023,5.94,Thailand1996,,"183,035,154,107",3324,Generation X
Thailand,1996,female,35-54 years,335,7377294,4.54,Thailand1996,,"183,035,154,107",3324,Boomers
Thailand,1996,female,55-74 years,127,3384108,3.75,Thailand1996,,"183,035,154,107",3324,Silent
Thailand,1996,female,75+ years,19,623543,3.05,Thailand1996,,"183,035,154,107",3324,G.I. Generation
Thailand,1996,female,5-14 years,0,5304296,0,Thailand1996,,"183,035,154,107",3324,Millenials
Thailand,1996,male,5-14 years,0,5508805,0,Thailand1996,,"183,035,154,107",3324,Millenials
Thailand,1997,male,25-34 years,1018,5434836,18.73,Thailand1997,,"150,180,268,649",2689,Generation X
Thailand,1997,male,15-24 years,873,5753768,15.17,Thailand1997,,"150,180,268,649",2689,Generation X
Thailand,1997,male,35-54 years,946,7383107,12.81,Thailand1997,,"150,180,268,649",2689,Boomers
Thailand,1997,male,75+ years,53,474539,11.17,Thailand1997,,"150,180,268,649",2689,G.I. Generation
Thailand,1997,male,55-74 years,306,3119739,9.81,Thailand1997,,"150,180,268,649",2689,Silent
Thailand,1997,female,15-24 years,268,5622677,4.77,Thailand1997,,"150,180,268,649",2689,Generation X
Thailand,1997,female,25-34 years,237,5526117,4.29,Thailand1997,,"150,180,268,649",2689,Generation X
Thailand,1997,female,35-54 years,318,7717870,4.12,Thailand1997,,"150,180,268,649",2689,Boomers
Thailand,1997,female,55-74 years,117,3488033,3.35,Thailand1997,,"150,180,268,649",2689,Silent
Thailand,1997,female,75+ years,14,650823,2.15,Thailand1997,,"150,180,268,649",2689,G.I. Generation
Thailand,1997,female,5-14 years,0,5240629,0,Thailand1997,,"150,180,268,649",2689,Millenials
Thailand,1997,male,5-14 years,0,5446950,0,Thailand1997,,"150,180,268,649",2689,Millenials
Thailand,1998,male,25-34 years,1222,5480327,22.3,Thailand1998,,"113,675,706,127",2005,Generation X
Thailand,1998,male,15-24 years,990,5647183,17.53,Thailand1998,,"113,675,706,127",2005,Generation X
Thailand,1998,male,35-54 years,1127,7751471,14.54,Thailand1998,,"113,675,706,127",2005,Boomers
Thailand,1998,male,55-74 years,419,3207588,13.06,Thailand1998,,"113,675,706,127",2005,Silent
Thailand,1998,male,75+ years,46,500114,9.2,Thailand1998,,"113,675,706,127",2005,G.I. Generation
Thailand,1998,female,15-24 years,304,5512158,5.52,Thailand1998,,"113,675,706,127",2005,Generation X
Thailand,1998,female,25-34 years,286,5630176,5.08,Thailand1998,,"113,675,706,127",2005,Generation X
Thailand,1998,female,35-54 years,343,8095997,4.24,Thailand1998,,"113,675,706,127",2005,Boomers
Thailand,1998,female,55-74 years,142,3595775,3.95,Thailand1998,,"113,675,706,127",2005,Silent
Thailand,1998,female,75+ years,20,680581,2.94,Thailand1998,,"113,675,706,127",2005,G.I. Generation
Thailand,1998,male,5-14 years,38,5397792,0.7,Thailand1998,,"113,675,706,127",2005,Millenials
Thailand,1998,female,5-14 years,26,5192621,0.5,Thailand1998,,"113,675,706,127",2005,Millenials
Thailand,1999,male,25-34 years,1272,5479479,23.21,Thailand1999,,"126,668,932,160",2203,Generation X
Thailand,1999,male,15-24 years,983,5554216,17.7,Thailand1999,,"126,668,932,160",2203,Generation X
Thailand,1999,male,35-54 years,1234,8133153,15.17,Thailand1999,,"126,668,932,160",2203,Boomers
Thailand,1999,male,55-74 years,469,3298897,14.22,Thailand1999,,"126,668,932,160",2203,Silent
Thailand,1999,male,75+ years,72,527861,13.64,Thailand1999,,"126,668,932,160",2203,G.I. Generation
Thailand,1999,female,25-34 years,324,5683342,5.7,Thailand1999,,"126,668,932,160",2203,Generation X
Thailand,1999,female,15-24 years,283,5409200,5.23,Thailand1999,,"126,668,932,160",2203,Generation X
Thailand,1999,female,55-74 years,174,3706771,4.69,Thailand1999,,"126,668,932,160",2203,Silent
Thailand,1999,female,35-54 years,380,8500029,4.47,Thailand1999,,"126,668,932,160",2203,Boomers
Thailand,1999,female,75+ years,28,713838,3.92,Thailand1999,,"126,668,932,160",2203,G.I. Generation
Thailand,1999,male,5-14 years,38,5352827,0.71,Thailand1999,,"126,668,932,160",2203,Millenials
Thailand,1999,female,5-14 years,19,5148247,0.37,Thailand1999,,"126,668,932,160",2203,Millenials
Thailand,2000,male,25-34 years,1284,5430800,23.64,Thailand2000,0.648,"126,392,308,498",2169,Generation X
Thailand,2000,male,15-24 years,961,5473800,17.56,Thailand2000,0.648,"126,392,308,498",2169,Generation X
Thailand,2000,male,35-54 years,1263,8517696,14.83,Thailand2000,0.648,"126,392,308,498",2169,Boomers
Thailand,2000,male,55-74 years,454,3396287,13.37,Thailand2000,0.648,"126,392,308,498",2169,Silent
Thailand,2000,male,75+ years,71,558173,12.72,Thailand2000,0.648,"126,392,308,498",2169,G.I. Generation
Thailand,2000,female,75+ years,43,751074,5.73,Thailand2000,0.648,"126,392,308,498",2169,G.I. Generation
Thailand,2000,female,35-54 years,444,8919470,4.98,Thailand2000,0.648,"126,392,308,498",2169,Boomers
Thailand,2000,female,15-24 years,248,5314448,4.67,Thailand2000,0.648,"126,392,308,498",2169,Generation X
Thailand,2000,female,25-34 years,261,5675628,4.6,Thailand2000,0.648,"126,392,308,498",2169,Generation X
Thailand,2000,female,55-74 years,153,3820685,4,Thailand2000,0.648,"126,392,308,498",2169,Silent
Thailand,2000,female,5-14 years,0,5098737,0,Thailand2000,0.648,"126,392,308,498",2169,Millenials
Thailand,2000,male,5-14 years,0,5305337,0,Thailand2000,0.648,"126,392,308,498",2169,Millenials
Thailand,2002,male,25-34 years,1063,5791577,18.35,Thailand2002,,"134,300,851,255",2305,Generation X
Thailand,2002,male,75+ years,99,613130,16.15,Thailand2002,,"134,300,851,255",2305,Silent
Thailand,2002,male,55-74 years,522,3362623,15.52,Thailand2002,,"134,300,851,255",2305,Silent
Thailand,2002,male,35-54 years,1252,8581154,14.59,Thailand2002,,"134,300,851,255",2305,Boomers
Thailand,2002,male,15-24 years,743,5384313,13.8,Thailand2002,,"134,300,851,255",2305,Millenials
Thailand,2002,female,35-54 years,456,8981392,5.08,Thailand2002,,"134,300,851,255",2305,Boomers
Thailand,2002,female,75+ years,43,866092,4.96,Thailand2002,,"134,300,851,255",2305,Silent
Thailand,2002,female,25-34 years,287,5812384,4.94,Thailand2002,,"134,300,851,255",2305,Generation X
Thailand,2002,female,55-74 years,183,3816883,4.79,Thailand2002,,"134,300,851,255",2305,Silent
Thailand,2002,female,15-24 years,199,5194271,3.83,Thailand2002,,"134,300,851,255",2305,Millenials
Thailand,2002,male,5-14 years,33,5077442,0.65,Thailand2002,,"134,300,851,255",2305,Millenials
Thailand,2002,female,5-14 years,22,4782128,0.46,Thailand2002,,"134,300,851,255",2305,Millenials
Thailand,2003,male,25-34 years,912,5433433,16.78,Thailand2003,,"152,280,653,544",2531,Generation X
Thailand,2003,male,55-74 years,531,3697698,14.36,Thailand2003,,"152,280,653,544",2531,Silent
Thailand,2003,male,35-54 years,1277,9254313,13.8,Thailand2003,,"152,280,653,544",2531,Boomers
